Perfil_latente,Pedidos_mensuales,Gasto_promedio,Tiempo_promedio_entrega,Variedad_productos,Gasto_mensual_aprox,Indice_experiencia_logistica,Region,Canal,Metodo_pago,Edad,Segmento_edad,Antiguedad_meses,Satisfaccion_1a5,Tuvo_devolucion,Nivel_fidelidad,Riesgo_churn,Suscripcion
Basico,5,10.448793872556363,50.90437261934856,1,52.24396936278182,0.02628472665316184,Provincia,App,Billetera,27,26-35,1,1,0,Bronce,Alto,0
Basico,2,10.293481524123768,43.8407341113821,1,20.586963048247537,0.023147987588393062,Provincia,Tienda,Efectivo,30,26-35,17,1,1,Plata,Alto,0
Basico,2,11.30801732566774,29.029747593423615,2,22.61603465133548,0.03015747167187531,Lima,Tienda,Efectivo,41,36-50,4,1,1,Bronce,Medio,0
Basico,3,12.531518528925211,39.184283424121595,5,37.594555586775634,0.023102122880489104,Lima,Web,Tarjeta,26,26-35,13,1,1,Bronce,Alto,0
Basico,2,11.177902346952903,42.2900763857331,4,22.355804693905807,0.02561928963707544,Lima,App,Transferencia,25,18-25,6,1,0,Bronce,Alto,0
Basico,6,11.360756570527656,29.77880041734095,1,68.16453942316593,0.026890459650957755,Lima,Web,Billetera,41,36-50,6,3,0,Bronce,Bajo,0
Basico,2,5.253330499760567,31.686148511283807,1,10.506660999521134,0.026883034378940168,Lima,Tienda,Efectivo,29,26-35,4,2,1,Bronce,Medio,1
Basico,2,10.15068309749704,43.312078038409666,1,20.30136619499408,0.025620042110598155,Lima,Web,Transferencia,19,18-25,18,1,1,Plata,Alto,0
Basico,2,11.438522644004825,57.124170576613515,5,22.87704528800965,0.023303414386489942,Provincia,Web,Transferencia,21,18-25,8,1,0,Bronce,Alto,0
Basico,3,12.186823583711352,45.35861942100774,4,36.560470751134055,0.029036692628186814,Provincia,App,Tarjeta,31,26-35,8,1,0,Bronce,Alto,0
Basico,3,7.922947677298618,35.20196413803998,2,23.768843031895855,0.02563154634453754,Lima,App,Billetera,21,18-25,7,2,0,Bronce,Medio,0
Basico,3,8.022882175334065,52.556411126952135,2,24.068646526002194,0.024514225428633823,Provincia,App,Billetera,36,36-50,16,1,1,Plata,Alto,0
Basico,6,8.277697974149206,26.52725057301499,4,49.666187844895234,0.028165202755512292,Lima,Tienda,Tarjeta,32,26-35,1,2,1,Bronce,Medio,0
Basico,1,11.60924169967403,50.22776569488577,3,11.60924169967403,0.020006671821567904,Lima,Web,Tarjeta,36,36-50,26,1,1,Plata,Alto,0
Basico,2,13.101643164772625,38.4408386362065,6,26.20328632954525,0.027223831341448623,Lima,Web,Tarjeta,33,26-35,3,1,0,Bronce,Alto,0
Basico,1,8.777619678125195,50.13273119488599,1,8.777619678125195,0.02655843895154191,Provincia,Tienda,Billetera,40,36-50,6,1,0,Bronce,Alto,0
Basico,2,12.723886940881147,39.66886230216181,3,25.447773881762295,0.02769434069057046,Lima,Tienda,Efectivo,47,36-50,10,4,0,Bronce,Bajo,1
Basico,3,10.370439427493782,55.166105580179774,1,31.111318282481346,0.020003040287821024,Lima,App,Transferencia,32,26-35,15,1,1,Plata,Alto,0
Basico,3,9.627142668512692,47.66387231489167,1,28.881428005538076,0.022849556207522336,Lima,App,Transferencia,31,26-35,8,1,0,Bronce,Alto,0
Basico,2,9.365847310546092,38.57133956988647,1,18.731694621092185,0.027535283736218653,Provincia,Tienda,Billetera,41,36-50,8,2,0,Bronce,Medio,0
Basico,1,12.239834093806472,49.31034667515133,5,12.239834093806472,0.02149097609865409,Provincia,Tienda,Efectivo,27,26-35,21,1,1,Plata,Alto,0
Basico,4,10.97673345036121,46.3718190028887,6,43.90693380144484,0.02380754354824888,Lima,Web,Tarjeta,34,26-35,1,1,0,Bronce,Alto,0
Basico,1,16.82747628294291,41.35745496888222,1,16.82747628294291,0.02364833948344838,Lima,Tienda,Efectivo,25,18-25,4,1,1,Bronce,Alto,0
Basico,2,7.443326071008028,48.746731119894726,2,14.886652142016056,0.025459795014895207,Provincia,App,Billetera,21,18-25,2,1,1,Bronce,Alto,0
Basico,2,11.554305106089927,41.91228461124456,1,23.108610212179855,0.02684353329213912,Lima,App,Transferencia,23,18-25,6,1,1,Bronce,Alto,0
Basico,2,8.412396970565462,39.457770954178265,1,16.824793941130924,0.023425331366497177,Lima,Web,Tarjeta,40,36-50,24,1,1,Plata,Alto,0
Basico,0,7.392139039034069,42.279584352799105,4,0.0,0.026127012287284992,Lima,Tienda,Billetera,31,26-35,3,1,1,Bronce,Alto,0
Basico,4,9.967398588895083,61.32384802886595,2,39.86959435558033,0.019966544797148426,Provincia,Web,Billetera,24,18-25,9,1,1,Bronce,Alto,1
Basico,1,10.412057438221108,46.637106159183745,1,10.412057438221108,0.028857076965287155,Provincia,Web,Billetera,36,36-50,15,1,1,Bronce,Alto,0
Basico,0,18.754520665180276,48.53289260442803,2,0.0,0.020541986398330533,Lima,App,Tarjeta,18,18-25,2,1,0,Bronce,Alto,0
Basico,2,9.447562552950394,37.93162722162563,1,18.89512510590079,0.02472590973254948,Lima,App,Tarjeta,18,18-25,1,2,0,Bronce,Medio,0
Basico,2,6.609463811545949,48.44124154572969,1,13.218927623091899,0.023531942877034088,Provincia,Tienda,Efectivo,30,26-35,1,1,1,Bronce,Alto,0
Basico,3,10.819032152483157,46.41260707685268,2,32.45709645744947,0.022140651715266843,Lima,App,Billetera,25,18-25,23,1,1,Plata,Alto,0
Basico,2,3.776079887360895,51.843613861973,2,7.55215977472179,0.026420949354119743,Provincia,Web,Billetera,38,36-50,15,1,1,Bronce,Alto,0
Basico,0,9.724129652187202,42.50799866611067,1,0.0,0.02206470867872731,Lima,Tienda,Efectivo,42,36-50,7,1,1,Bronce,Alto,0
Basico,2,10.048075846885482,42.22877180319029,2,20.096151693770963,0.03641358159881676,Provincia,Web,Billetera,29,26-35,7,1,1,Bronce,Alto,0
Basico,2,12.383801148835634,31.514229072998447,1,24.767602297671267,0.026737930500002095,Lima,Tienda,Efectivo,30,26-35,1,2,0,Bronce,Medio,0
Basico,3,12.92086674828354,47.25195303834525,3,38.76260024485062,0.027487867844954765,Provincia,Web,Tarjeta,24,18-25,12,1,1,Bronce,Alto,0
Basico,2,8.489291143276848,29.85411406289043,4,16.978582286553696,0.028791502642369172,Lima,Web,Tarjeta,29,26-35,17,2,1,Plata,Medio,1
Basico,2,9.5481579561102,34.415104163911025,4,19.0963159122204,0.025046821394793944,Lima,App,Efectivo,18,18-25,1,1,1,Bronce,Alto,0
Basico,0,7.7016375081679875,36.98869418112439,2,0.0,0.023294412339188622,Lima,Web,Tarjeta,26,26-35,13,1,0,Bronce,Alto,0
Basico,3,6.615812335576918,55.9730965057324,4,19.847437006730754,0.022465195799200845,Provincia,Web,Tarjeta,29,26-35,1,1,0,Bronce,Alto,0
Basico,3,10.929684338141904,39.49279501280783,4,32.78905301442571,0.023694221080694248,Lima,App,Billetera,21,18-25,9,1,1,Bronce,Alto,0
Basico,4,6.179243354210202,33.52135503435723,2,24.71697341684081,0.026545243290552446,Lima,Tienda,Tarjeta,27,26-35,4,3,0,Bronce,Bajo,0
Basico,0,8.75611929828441,46.97753174671208,2,0.0,0.023339901545428754,Provincia,Web,Billetera,28,26-35,19,1,1,Bronce,Alto,0
Basico,4,7.014478120302288,44.66864020704763,1,28.05791248120915,0.02402608552031244,Provincia,App,Billetera,27,26-35,10,1,0,Bronce,Alto,0
Basico,0,11.649049558870779,55.04434995154602,4,0.0,0.021891283976769076,Provincia,App,Tarjeta,34,26-35,1,1,0,Bronce,Alto,0
Basico,2,15.404290297799463,47.78707359273049,3,30.808580595598926,0.022279314939882312,Lima,App,Tarjeta,30,26-35,9,1,1,Bronce,Alto,0
Basico,1,6.095236051590007,37.245093407866904,2,6.095236051590007,0.024299929911922195,Lima,Web,Tarjeta,37,36-50,20,2,1,Plata,Alto,0
Basico,2,4.440944551307293,40.96763448718851,3,8.881889102614586,0.027386954548574403,Provincia,Tienda,Tarjeta,37,36-50,1,1,1,Bronce,Alto,0
Basico,2,9.625339343949797,37.57215078649694,3,19.250678687899594,0.026500421241361295,Lima,Web,Transferencia,31,26-35,7,1,1,Bronce,Alto,0
Basico,0,10.047093387873275,46.064412890960426,2,0.0,0.02614307100837384,Provincia,App,Billetera,45,36-50,6,1,1,Bronce,Alto,0
Basico,2,10.655977920271893,41.60323042349911,6,21.311955840543785,0.025365473137070167,Lima,App,Transferencia,21,18-25,12,2,0,Bronce,Medio,0
Basico,4,8.661038454296966,46.456429113761466,1,34.64415381718786,0.023618187174273317,Lima,App,Efectivo,20,18-25,8,2,0,Bronce,Medio,0
Basico,1,9.398082103523704,50.20086975986245,2,9.398082103523704,0.022433660997306322,Lima,Web,Transferencia,29,26-35,14,1,1,Bronce,Alto,0
Basico,2,11.102531231621807,43.85518917023262,2,22.205062463243614,0.02454324617890491,Lima,App,Transferencia,27,26-35,3,1,0,Bronce,Alto,1
Basico,3,13.121292677934516,44.99156195433084,2,39.363878033803545,0.024342376139969448,Lima,App,Tarjeta,28,26-35,8,2,0,Bronce,Alto,0
Basico,0,4.134853689045151,39.400994982017274,3,0.0,0.02397131217394516,Lima,App,Tarjeta,19,18-25,8,1,1,Bronce,Alto,0
Basico,2,8.893181682905613,50.02608786378938,2,17.786363365811226,0.026027789629116074,Provincia,Web,Billetera,46,36-50,28,1,0,Plata,Alto,0
Basico,1,10.641426381823191,38.15928233670268,3,10.641426381823191,0.027492891312267242,Lima,Web,Tarjeta,27,26-35,13,2,1,Bronce,Medio,0
Basico,0,7.246071686167792,27.135371241291484,1,0.0,0.03103391616267315,Lima,Tienda,Efectivo,24,18-25,18,3,0,Bronce,Medio,0
Basico,1,15.1935088953019,39.00997582244309,1,15.1935088953019,0.026649431086978936,Lima,Web,Tarjeta,32,26-35,28,1,1,Plata,Alto,0
Basico,3,8.093770359313789,55.65036914832519,1,24.281311077941368,0.023059684756543068,Provincia,Web,Tarjeta,39,36-50,13,1,1,Bronce,Alto,0
Basico,1,9.876121938978152,42.14663329749392,6,9.876121938978152,0.026677022466398807,Lima,App,Transferencia,40,36-50,8,1,0,Bronce,Alto,0
Basico,2,11.668066290526873,34.47413039255458,2,23.336132581053747,0.025118707991641405,Lima,App,Billetera,18,18-25,1,1,1,Bronce,Alto,1
Basico,1,17.14242535487941,53.42658410253582,6,17.14242535487941,0.02307754984343935,Provincia,Web,Billetera,36,36-50,1,1,0,Bronce,Alto,0
Basico,5,4.460280856586749,41.917519226805815,2,22.301404282933746,0.022933966411949697,Lima,App,Tarjeta,41,36-50,1,1,1,Bronce,Alto,0
Basico,1,8.7140364192504,46.59265401939541,1,8.7140364192504,0.02808804476555163,Provincia,Web,Billetera,25,18-25,19,1,1,Plata,Alto,1
Basico,4,13.088321667781122,54.338939080971684,1,52.353286671124486,0.021746081247117164,Provincia,App,Transferencia,25,18-25,15,1,1,Plata,Alto,1
Basico,2,8.989314619644585,57.63772805381693,1,17.97862923928917,0.021442317280257667,Provincia,App,Tarjeta,19,18-25,8,1,1,Bronce,Alto,0
Basico,0,7.460697095623065,32.520444878609,2,0.0,0.028287942400232927,Lima,App,Tarjeta,23,18-25,7,3,1,Bronce,Medio,0
Basico,1,12.777016628508164,40.34390064888276,2,12.777016628508164,0.027114367790598216,Lima,Tienda,Efectivo,23,18-25,1,1,0,Bronce,Alto,0
Basico,3,9.007675311930843,42.48166595051257,5,27.02302593579253,0.021296780826420073,Lima,App,Transferencia,34,26-35,15,1,1,Plata,Alto,1
Basico,2,8.469517559049349,46.493174228536965,1,16.939035118098698,0.024835013311613748,Lima,App,Tarjeta,26,26-35,4,1,1,Bronce,Alto,0
Intermedio,9,25.74728044831655,32.334893826017776,4,231.72552403484895,0.036871948744812096,Lima,App,Billetera,18,18-25,15,3,1,Oro,Bajo,0
Intermedio,4,28.853751048093937,34.50259252050079,5,115.41500419237575,0.032893358371188515,Provincia,Web,Billetera,29,26-35,7,1,1,Bronce,Alto,0
Intermedio,5,36.90856765866273,29.671705504314712,4,184.54283829331365,0.028569370352924735,Lima,Web,Billetera,28,26-35,9,2,1,Plata,Medio,0
Intermedio,11,29.136180538287114,33.57402735071259,6,320.49798592115826,0.03190013532599853,Lima,App,Transferencia,38,36-50,27,2,1,Oro,Medio,0
Intermedio,7,30.79919983194172,30.093805803248266,2,215.59439882359203,0.02911521348230436,Lima,Web,Transferencia,33,26-35,29,2,1,Oro,Medio,0
Intermedio,8,22.470169005060722,39.71052532702884,5,179.76135204048578,0.02767814808890512,Lima,App,Tarjeta,30,26-35,6,1,1,Plata,Medio,0
Intermedio,6,30.665844312861434,34.42861725219172,3,183.9950658771686,0.023895423067183667,Lima,Web,Transferencia,39,36-50,24,1,1,Oro,Alto,0
Intermedio,5,25.311656748095615,26.930783632904518,6,126.55828374047807,0.028704136541145894,Lima,Web,Billetera,42,36-50,11,3,1,Plata,Bajo,0
Intermedio,6,25.53584957629798,43.13467021792883,4,153.2150974577879,0.02481995160452986,Provincia,Web,Transferencia,36,36-50,13,2,0,Plata,Medio,1
Intermedio,3,19.607436293177013,59.24752980323953,4,58.822308879531036,0.023972168897896506,Provincia,Web,Tarjeta,29,26-35,30,1,1,Plata,Alto,0
Intermedio,8,24.123527350479936,39.84902737482246,7,192.9882188038395,0.023959419254568078,Lima,App,Tarjeta,19,18-25,15,2,0,Plata,Medio,0
Intermedio,4,26.996588008595655,39.10101837701691,1,107.98635203438262,0.026925859750574266,Lima,Web,Billetera,46,36-50,15,2,0,Plata,Medio,0
Intermedio,5,26.8019669750904,24.30413904924326,2,134.00983487545201,0.03552796260247402,Lima,App,Tarjeta,58,51+,2,3,1,Bronce,Medio,0
Intermedio,3,27.521439266921362,46.557664571773664,5,82.56431780076409,0.026424757202111886,Provincia,Tienda,Efectivo,37,36-50,15,1,1,Plata,Alto,0
Intermedio,8,26.454823650687214,40.3715963814122,2,211.6385892054977,0.02487958309692611,Provincia,App,Efectivo,34,26-35,12,2,0,Plata,Medio,0
Intermedio,6,22.464956703649722,30.92661516207862,5,134.78974022189834,0.028030259107830732,Lima,App,Tarjeta,43,36-50,23,3,1,Plata,Bajo,0
Intermedio,11,22.430496866755785,42.67280194580718,4,246.73546553431365,0.023267536744375487,Provincia,App,Billetera,18,18-25,13,1,1,Oro,Alto,0
Intermedio,7,19.005243010030618,32.1729305591371,1,133.03670107021432,0.025355397577602926,Lima,App,Tarjeta,39,36-50,30,2,1,Oro,Medio,0
Intermedio,10,33.923875195925476,43.75468637681228,3,339.2387519592547,0.02612801601143132,Provincia,Web,Efectivo,37,36-50,22,2,0,Oro,Medio,0
Intermedio,9,25.067251823096466,35.5099859804091,3,225.60526640786819,0.02478589765328343,Lima,Web,Tarjeta,28,26-35,20,2,1,Oro,Medio,1
Intermedio,6,23.87573472102574,40.36541703996999,1,143.25440832615445,0.026785609483398604,Lima,App,Transferencia,27,26-35,25,1,1,Oro,Alto,1
Intermedio,5,20.356039592737705,25.61255594881919,3,101.78019796368852,0.038419044039945366,Provincia,App,Tarjeta,20,18-25,20,3,0,Plata,Bajo,0
Intermedio,5,39.678289511638894,31.366125429560473,5,198.39144755819447,0.029408785600988228,Lima,Web,Tarjeta,43,36-50,25,2,1,Oro,Medio,0
Intermedio,10,19.63335983888552,48.81714648453307,6,196.33359838885522,0.02451661082096274,Provincia,App,Billetera,23,18-25,17,1,1,Oro,Alto,1
Intermedio,1,22.855760371969634,30.16385750864305,2,22.855760371969634,0.030516055824173154,Lima,Web,Tarjeta,37,36-50,17,3,0,Bronce,Medio,0
Intermedio,7,27.079184181430303,28.444412104384106,3,189.55428927001213,0.028485069994844157,Lima,Web,Tarjeta,21,18-25,10,4,0,Plata,Bajo,0
Intermedio,6,28.00106482872139,34.310701144475786,4,168.00638897232835,0.031426128972923545,Provincia,App,Transferencia,42,36-50,11,3,1,Plata,Bajo,1
Intermedio,5,29.789660276078422,40.51775319395121,4,148.9483013803921,0.023182658980808686,Lima,App,Transferencia,29,26-35,31,2,0,Oro,Medio,1
Intermedio,6,34.03804253884631,40.97245094382707,4,204.22825523307787,0.0234049690150164,Lima,Web,Tarjeta,43,36-50,23,2,0,Oro,Medio,0
Intermedio,9,27.53078827730356,26.891088354458006,5,247.77709449573206,0.030802853819145503,Lima,App,Billetera,29,26-35,3,2,1,Plata,Bajo,0
Intermedio,7,19.719846000166662,44.81340701538394,1,138.03892200116664,0.02733047507464676,Provincia,App,Billetera,26,26-35,29,1,1,Oro,Medio,1
Intermedio,7,23.715274374391093,33.58160653035571,3,166.00692062073765,0.030049861306104354,Provincia,Web,Tarjeta,23,18-25,19,3,0,Plata,Bajo,0
Intermedio,5,26.539161862569426,33.216971116779085,5,132.69580931284713,0.02600118975049921,Lima,App,Transferencia,39,36-50,10,2,1,Plata,Medio,0
Intermedio,4,35.34113020752912,35.77045834594469,6,141.36452083011648,0.02628899385703781,Lima,App,Tarjeta,28,26-35,36,3,1,Oro,Medio,0
Intermedio,7,18.010972607878514,33.62990357279844,8,126.0768082551496,0.025479769870315663,Lima,Web,Tarjeta,36,36-50,31,2,1,Oro,Medio,1
Intermedio,7,31.012882526126138,31.478817095975185,3,217.09017768288297,0.026789775478739338,Lima,Tienda,Transferencia,30,26-35,26,3,0,Oro,Medio,0
Intermedio,3,25.899571847732084,62.41007786287944,4,77.69871554319624,0.020946082242780027,Provincia,Web,Efectivo,34,26-35,20,1,1,Plata,Alto,0
Intermedio,3,29.189152676147405,41.47554523551392,3,87.56745802844222,0.031359459271444956,Provincia,App,Billetera,33,26-35,21,2,0,Plata,Medio,0
Intermedio,6,24.49002641682034,32.69463523991828,4,146.94015850092202,0.03429639134154628,Lima,App,Tarjeta,18,18-25,1,3,1,Bronce,Medio,0
Intermedio,9,20.787836849368368,27.64090809973003,4,187.09053164431532,0.02904642965125241,Lima,Web,Tarjeta,29,26-35,25,2,1,Oro,Medio,0
Intermedio,6,28.75436389700666,39.90649592925865,5,172.52618338203996,0.03363826766331746,Provincia,App,Tarjeta,44,36-50,20,1,1,Plata,Alto,0
Intermedio,8,28.272155135528106,25.912462897477873,3,226.17724108422485,0.03329986594688743,Lima,App,Tarjeta,24,18-25,20,2,1,Oro,Medio,1
Intermedio,8,29.86028482869861,35.506608739063104,2,238.88227862958888,0.03125513621200364,Provincia,Web,Billetera,41,36-50,20,1,1,Oro,Medio,0
Intermedio,5,24.933476823106822,28.068836775617214,5,124.6673841155341,0.030948978265671917,Lima,App,Transferencia,34,26-35,13,2,1,Plata,Medio,1
Intermedio,5,22.000889883400752,42.3800512350738,6,110.00444941700377,0.031073726911657936,Provincia,App,Transferencia,35,26-35,9,1,1,Plata,Alto,0
Intermedio,9,17.206065024880793,34.55748542093933,1,154.85458522392713,0.026265418068398296,Lima,App,Transferencia,36,36-50,19,2,1,Oro,Medio,0
Intermedio,8,29.096866340697034,39.243131495298435,6,232.77493072557627,0.02943319574663678,Provincia,Web,Billetera,34,26-35,5,1,0,Plata,Alto,0
Intermedio,7,27.11944741221993,38.64815489573818,6,189.83613188553952,0.028343111285894527,Lima,App,Billetera,26,26-35,21,2,1,Oro,Medio,1
Intermedio,7,20.171086835680203,37.61692892310827,5,141.19760784976143,0.02526724463611682,Lima,App,Tarjeta,25,18-25,8,1,1,Plata,Alto,0
Intermedio,2,22.307131633516878,39.279478783723306,3,44.614263267033756,0.030363103334134837,Lima,App,Billetera,28,26-35,28,2,1,Plata,Alto,0
Intermedio,7,22.666205940242797,39.363171983643966,3,158.66344158169957,0.02861900447315388,Provincia,Tienda,Efectivo,46,36-50,4,2,0,Plata,Medio,1
Intermedio,5,17.58507784008791,36.48917768371449,4,87.92538920043954,0.026692975302721984,Lima,Web,Billetera,23,18-25,18,2,0,Plata,Medio,0
Intermedio,3,20.91158801697433,33.84306434758476,3,62.73476405092299,0.03541863021960704,Provincia,App,Billetera,29,26-35,19,3,1,Plata,Medio,0
Intermedio,5,19.33084821596823,29.868909404779995,3,96.65424107984116,0.037792355096100835,Provincia,Web,Tarjeta,22,18-25,30,4,0,Oro,Bajo,1
Intermedio,4,22.937604940560316,36.539220099643344,1,91.75041976224126,0.026749075707586886,Lima,App,Transferencia,26,26-35,21,1,1,Plata,Alto,0
Intermedio,8,21.306512508352185,47.56046016331667,6,170.45210006681748,0.026337929190838622,Provincia,App,Billetera,30,26-35,10,1,1,Plata,Alto,0
Intermedio,8,16.864975395666256,54.68646376212569,5,134.91980316533005,0.02259535664990046,Provincia,Web,Efectivo,45,36-50,9,1,1,Plata,Alto,0
Intermedio,3,35.11295115284741,40.28393568245695,6,105.33885345854222,0.02729825399153638,Lima,Web,Billetera,46,36-50,32,1,1,Oro,Alto,0
Intermedio,4,31.262703655146154,32.60406643700292,4,125.05081462058462,0.025458923270708235,Lima,App,Tarjeta,18,18-25,18,1,1,Plata,Alto,0
Intermedio,7,21.104902892400073,38.5068835474817,6,147.7343202468005,0.02839448273369008,Provincia,Web,Transferencia,22,18-25,16,1,1,Plata,Alto,0
Intermedio,4,26.36210698326805,43.78422822255376,5,105.4484279330722,0.026889737557406656,Provincia,Web,Billetera,33,26-35,11,1,1,Plata,Alto,0
Intermedio,11,27.087325449106476,53.16123163870919,3,297.9605799401712,0.02343620330032267,Provincia,Tienda,Efectivo,42,36-50,6,1,1,Plata,Alto,0
Intermedio,5,30.955429273867384,39.84180532848109,4,154.77714636933692,0.03635830990098694,Provincia,Web,Efectivo,21,18-25,37,1,1,Oro,Alto,1
Intermedio,6,20.906974866699606,41.78172833918122,2,125.44184920019764,0.026557275457124864,Lima,Tienda,Tarjeta,33,26-35,19,1,1,Plata,Alto,0
Intermedio,4,30.46053391991213,49.437419308929485,1,121.84213567964852,0.022450545809566257,Provincia,Web,Tarjeta,42,36-50,7,1,0,Bronce,Alto,0
Intermedio,3,22.260473478965324,34.75557892736819,5,66.78142043689597,0.026933751168749236,Lima,App,Efectivo,40,36-50,25,3,1,Plata,Bajo,0
Intermedio,7,18.320687979156933,45.464284829595904,3,128.24481585409853,0.02347291557581289,Lima,Web,Billetera,32,26-35,24,1,1,Oro,Alto,0
Intermedio,4,28.62068279657249,31.672741748256986,7,114.48273118628995,0.02986576705392748,Lima,Web,Billetera,18,18-25,6,4,0,Bronce,Bajo,0
Intermedio,1,31.453792120612142,27.778784200184745,8,31.453792120612142,0.02787704326459151,Lima,Tienda,Efectivo,44,36-50,12,4,0,Bronce,Bajo,0
Intermedio,6,37.939544867653424,37.832262125468326,7,227.63726920592055,0.027674690470918462,Lima,App,Billetera,24,18-25,23,2,1,Oro,Medio,0
Intermedio,7,19.001373674548933,20.84843699907715,6,133.00961572184252,0.036860060035478405,Lima,Web,Billetera,38,36-50,25,3,1,Oro,Bajo,1
Intermedio,9,76.70058526084468,27.279278826816157,1,690.3052673476021,0.03192105164095881,Lima,Tienda,Efectivo,29,26-35,10,4,0,Oro,Bajo,0
Intermedio,6,22.950993781032334,29.85879366932657,3,137.705962686194,0.031633056861831,Lima,Tienda,Efectivo,37,36-50,1,3,1,Bronce,Medio,0
Intermedio,10,28.916793552620156,42.264186737074304,2,289.1679355262016,0.025452893313264887,Provincia,App,Transferencia,33,26-35,20,1,1,Oro,Medio,1
Intermedio,8,17.647552243843748,40.64412376530922,6,141.18041795074998,0.025323756360307904,Lima,Web,Efectivo,44,36-50,27,2,0,Oro,Medio,0
Intermedio,5,18.68615112150718,29.69521706154357,6,93.4307556075359,0.02681242201659942,Lima,Web,Tarjeta,23,18-25,17,2,1,Plata,Medio,0
Intermedio,11,21.12062588416758,51.04009397708159,7,232.3268847258434,0.025447616197099766,Provincia,App,Billetera,24,18-25,15,1,1,Oro,Alto,0
Intermedio,2,25.39482022834042,31.118154378319655,2,50.78964045668084,0.028293823840791016,Lima,Tienda,Tarjeta,49,36-50,34,3,0,Plata,Medio,0
Intermedio,7,21.794593667308224,38.704381493113004,7,152.56215567115757,0.024505163149292446,Lima,App,Tarjeta,33,26-35,1,1,1,Bronce,Alto,0
Intermedio,5,28.295271719567097,39.2018501666863,1,141.47635859783549,0.027750679416216617,Provincia,Web,Transferencia,27,26-35,25,1,1,Plata,Alto,0
Intermedio,5,30.13447309128957,35.05497560969039,3,150.67236545644786,0.027600325936777817,Lima,Tienda,Billetera,42,36-50,26,2,1,Oro,Medio,0
Intermedio,6,27.997887706226777,38.28682687288027,3,167.98732623736066,0.02862243418506574,Lima,App,Billetera,23,18-25,10,3,0,Plata,Bajo,0
Intermedio,6,33.09393819830434,42.60339618655121,2,198.56362918982606,0.025814577768486315,Lima,Tienda,Efectivo,38,36-50,1,1,1,Bronce,Alto,0
Intermedio,7,27.079133147276714,32.96056852178494,2,189.553932030937,0.029141600866578757,Provincia,Web,Billetera,29,26-35,26,3,1,Oro,Medio,0
Intermedio,9,18.915516448299165,43.569602994098744,1,170.2396480346925,0.025059060755070695,Provincia,Web,Billetera,44,36-50,21,1,1,Oro,Alto,0
Intermedio,6,31.8168825676917,35.472201143821344,3,190.9012954061502,0.031774877850538084,Lima,Web,Transferencia,27,26-35,32,1,1,Oro,Medio,1
Intermedio,3,21.974218821970013,35.052948261804545,7,65.92265646591004,0.03164122898325256,Provincia,App,Efectivo,18,18-25,12,3,0,Bronce,Bajo,0
Intermedio,9,29.55209249842785,40.22858404814495,7,265.96883248585067,0.025806646730794854,Provincia,Web,Transferencia,30,26-35,20,1,1,Oro,Medio,0
Intermedio,7,32.868671082775535,31.359104091271536,2,230.08069757942874,0.028053777746292433,Lima,App,Tarjeta,26,26-35,1,2,1,Plata,Medio,0
Intermedio,1,27.283440053651997,31.102761315429063,1,27.283440053651997,0.029253080223264276,Lima,App,Billetera,29,26-35,25,2,0,Plata,Medio,1
Intermedio,9,17.519205934176753,44.66524723180627,3,157.67285340759076,0.025277911086311278,Provincia,App,Billetera,35,26-35,3,1,1,Plata,Medio,0
Intermedio,4,20.40893916745104,27.1510356922198,6,81.63575666980417,0.02978765482098911,Lima,Web,Billetera,25,18-25,18,4,0,Plata,Bajo,0
Intermedio,7,31.613722334425677,31.64265609820945,9,221.29605634097973,0.028409740634372162,Lima,Web,Transferencia,28,26-35,8,1,1,Plata,Alto,0
Intermedio,4,24.154386571785917,45.00577096292366,2,96.61754628714367,0.024040246179841584,Lima,Web,Billetera,34,26-35,21,1,1,Plata,Alto,0
Intermedio,5,25.39786767471083,38.23712559957907,2,126.98933837355415,0.023721095303298183,Lima,Web,Tarjeta,29,26-35,16,2,1,Plata,Medio,0
Intermedio,5,28.794122080818045,34.30837717577309,4,143.97061040409022,0.023646479732209,Lima,Web,Tarjeta,35,26-35,16,1,1,Plata,Medio,0
Intermedio,4,28.481614310401618,31.309407774477187,4,113.92645724160647,0.028676715630806,Lima,Web,Tarjeta,38,36-50,17,2,0,Plata,Medio,0
Intermedio,5,26.393999061927303,39.63881978003948,2,131.96999530963652,0.024436248645066043,Lima,App,Billetera,31,26-35,18,3,0,Plata,Bajo,0
Intermedio,6,23.95665814389767,36.3151775370956,6,143.73994886338602,0.031051861286103148,Provincia,Web,Billetera,43,36-50,32,2,1,Oro,Medio,0
Intermedio,7,23.436657771338215,28.189103999263715,4,164.0566043993675,0.030890522642951022,Lima,App,Transferencia,23,18-25,23,4,0,Oro,Bajo,1
Intermedio,5,29.289494126456717,30.88778557842205,2,146.44747063228357,0.037596562179178394,Lima,Web,Transferencia,29,26-35,11,2,1,Plata,Medio,0
Intermedio,5,27.767847655338965,56.06973385854378,6,138.83923827669483,0.023423881497527447,Provincia,App,Tarjeta,43,36-50,12,1,1,Plata,Alto,0
Intermedio,5,23.71349999691105,36.14360354301988,3,118.56749998455525,0.030727554180358087,Provincia,Web,Tarjeta,28,26-35,28,3,0,Oro,Medio,1
Intermedio,6,30.410561564965704,40.59262712077123,3,182.46336938979422,0.0281738792920337,Lima,App,Tarjeta,51,51+,7,1,0,Plata,Alto,0
