dFecha,ID,Target,cNivelEducacion,cNivelEducacion_label,NivelEducacion_grupo,cGenero,cGenero_label,nEdad,cEstadoCivil,cEstadoCivil_label,cRelaciónConJefe_Hogar,cRelaciónConJefe_Hogar_label,Distrito,Provincia,Departamento,nNumMienbrosHogar,cEstratoSocial,cEstratoSocial_label,cCondicionVivienda,cCondicionVivienda_label,nNumHabitaciones
2024-03-01,6493,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6493,0,1,sin nivel,sin nivel,2,Mujer,76,3,viudo(a),6,Padres/Suegros,Yauli,Huancavelica,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6494,1,1,sin nivel,sin nivel,2,Mujer,57,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6494,1,6,secundaria completa,secundaria,1,Hombre,60,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6495,1,6,secundaria completa,secundaria,1,Hombre,36,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6495,1,6,secundaria completa,secundaria,2,Mujer,35,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6495,1,5,secundaria incompleta,secundaria,1,Hombre,16,6,soltero(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6496,1,6,secundaria completa,secundaria,1,Hombre,28,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6496,0,6,secundaria completa,secundaria,2,Mujer,31,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6497,1,6,secundaria completa,secundaria,1,Hombre,35,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6497,1,6,secundaria completa,secundaria,2,Mujer,35,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6498,1,3,primaria incompleta,primaria,1,Hombre,49,2,casado(a),1,Jefe/Jefa,Anchonga,Angaraes,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6498,1,1,sin nivel,sin nivel,2,Mujer,53,2,casado(a),2,Esposo(a)/compañero(a),Anchonga,Angaraes,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6499,1,3,primaria incompleta,primaria,2,Mujer,41,5,separado(a),1,Jefe/Jefa,Anchonga,Angaraes,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6499,0,5,secundaria incompleta,secundaria,1,Hombre,16,6,soltero(a),3,Hijo(a)/Hijastro(a),Anchonga,Angaraes,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6500,1,3,primaria incompleta,primaria,1,Hombre,44,2,casado(a),1,Jefe/Jefa,Anchonga,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6500,1,1,sin nivel,sin nivel,2,Mujer,42,2,casado(a),2,Esposo(a)/compañero(a),Anchonga,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6500,0,6,secundaria completa,secundaria,1,Hombre,21,6,soltero(a),3,Hijo(a)/Hijastro(a),Anchonga,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6500,1,6,secundaria completa,secundaria,1,Hombre,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Anchonga,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6500,1,5,secundaria incompleta,secundaria,1,Hombre,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Anchonga,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6501,1,6,secundaria completa,secundaria,1,Hombre,31,1,conviviente,1,Jefe/Jefa,Anchonga,Angaraes,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6501,1,4,primaria completa,primaria,2,Mujer,28,1,conviviente,2,Esposo(a)/compañero(a),Anchonga,Angaraes,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6502,1,1,sin nivel,sin nivel,2,Mujer,45,6,soltero(a),1,Jefe/Jefa,Anchonga,Angaraes,Huancavelica,3,6,Rural,6,Cedida por otro hogar o institución,3
2024-03-01,6502,1,5,secundaria incompleta,secundaria,1,Hombre,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Anchonga,Angaraes,Huancavelica,3,6,Rural,6,Cedida por otro hogar o institución,3
2024-03-01,6503,0,1,sin nivel,sin nivel,1,Hombre,76,2,casado(a),1,Jefe/Jefa,Anchonga,Angaraes,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",7
2024-03-01,6503,0,1,sin nivel,sin nivel,2,Mujer,76,2,casado(a),2,Esposo(a)/compañero(a),Anchonga,Angaraes,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",7
2024-03-01,6504,1,8,superior no universitaria completa,superior,1,Hombre,27,2,casado(a),1,Jefe/Jefa,Anchonga,Angaraes,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",1
2024-03-01,6504,1,6,secundaria completa,secundaria,2,Mujer,26,2,casado(a),2,Esposo(a)/compañero(a),Anchonga,Angaraes,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",1
2024-03-01,6505,1,1,sin nivel,sin nivel,2,Mujer,43,1,conviviente,1,Jefe/Jefa,Anchonga,Angaraes,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6505,1,3,primaria incompleta,primaria,1,Hombre,36,1,conviviente,2,Esposo(a)/compañero(a),Anchonga,Angaraes,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6505,0,5,secundaria incompleta,secundaria,1,Hombre,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Anchonga,Angaraes,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6506,1,5,secundaria incompleta,secundaria,1,Hombre,46,1,conviviente,1,Jefe/Jefa,Daniel Hernandez,Tayacaja,Huancavelica,4,6,Rural,6,Cedida por otro hogar o institución,4
2024-03-01,6506,1,3,primaria incompleta,primaria,2,Mujer,36,1,conviviente,2,Esposo(a)/compañero(a),Daniel Hernandez,Tayacaja,Huancavelica,4,6,Rural,6,Cedida por otro hogar o institución,4
2024-03-01,6506,1,5,secundaria incompleta,secundaria,2,Mujer,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Daniel Hernandez,Tayacaja,Huancavelica,4,6,Rural,6,Cedida por otro hogar o institución,4
2024-03-01,6507,1,1,sin nivel,sin nivel,2,Mujer,84,3,viudo(a),1,Jefe/Jefa,Daniel Hernandez,Tayacaja,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6508,1,3,primaria incompleta,primaria,2,Mujer,78,3,viudo(a),1,Jefe/Jefa,Daniel Hernandez,Tayacaja,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6508,1,4,primaria completa,primaria,1,Hombre,37,6,soltero(a),3,Hijo(a)/Hijastro(a),Daniel Hernandez,Tayacaja,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6509,1,3,primaria incompleta,primaria,1,Hombre,77,2,casado(a),1,Jefe/Jefa,Daniel Hernandez,Tayacaja,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",7
2024-03-01,6509,0,3,primaria incompleta,primaria,2,Mujer,74,2,casado(a),2,Esposo(a)/compañero(a),Daniel Hernandez,Tayacaja,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",7
2024-03-01,6510,1,4,primaria completa,primaria,1,Hombre,40,1,conviviente,1,Jefe/Jefa,Daniel Hernandez,Tayacaja,Huancavelica,7,6,Rural,6,Cedida por otro hogar o institución,1
2024-03-01,6510,0,3,primaria incompleta,primaria,2,Mujer,39,1,conviviente,2,Esposo(a)/compañero(a),Daniel Hernandez,Tayacaja,Huancavelica,7,6,Rural,6,Cedida por otro hogar o institución,1
2024-03-01,6510,1,6,secundaria completa,secundaria,2,Mujer,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Daniel Hernandez,Tayacaja,Huancavelica,7,6,Rural,6,Cedida por otro hogar o institución,1
2024-03-01,6510,0,5,secundaria incompleta,secundaria,2,Mujer,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Daniel Hernandez,Tayacaja,Huancavelica,7,6,Rural,6,Cedida por otro hogar o institución,1
2024-03-01,6511,1,4,primaria completa,primaria,1,Hombre,47,2,casado(a),1,Jefe/Jefa,Daniel Hernandez,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6511,1,3,primaria incompleta,primaria,2,Mujer,47,2,casado(a),2,Esposo(a)/compañero(a),Daniel Hernandez,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6511,1,9,superior universitaria incompleta,superior,2,Mujer,22,6,soltero(a),3,Hijo(a)/Hijastro(a),Daniel Hernandez,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6511,1,6,secundaria completa,secundaria,2,Mujer,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Daniel Hernandez,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6511,1,6,secundaria completa,secundaria,1,Hombre,17,6,soltero(a),3,Hijo(a)/Hijastro(a),Daniel Hernandez,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6512,1,1,sin nivel,sin nivel,2,Mujer,68,3,viudo(a),1,Jefe/Jefa,Daniel Hernandez,Tayacaja,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",6
2024-03-01,6513,1,1,sin nivel,sin nivel,1,Hombre,78,2,casado(a),1,Jefe/Jefa,Daniel Hernandez,Tayacaja,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",1
2024-03-01,6513,1,3,primaria incompleta,primaria,2,Mujer,70,2,casado(a),2,Esposo(a)/compañero(a),Daniel Hernandez,Tayacaja,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",1
2024-03-01,6514,1,3,primaria incompleta,primaria,1,Hombre,66,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",7
2024-03-01,6514,1,3,primaria incompleta,primaria,2,Mujer,65,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",7
2024-03-01,6515,1,1,sin nivel,sin nivel,1,Hombre,80,3,viudo(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6515,1,3,primaria incompleta,primaria,2,Mujer,57,5,separado(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6515,1,5,secundaria incompleta,secundaria,2,Mujer,33,5,separado(a),5,Nieto(a),Yauli,Huancavelica,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,1,5,secundaria incompleta,secundaria,1,Hombre,52,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,1,1,sin nivel,sin nivel,2,Mujer,52,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,1,6,secundaria completa,secundaria,1,Hombre,23,6,soltero(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,1,6,secundaria completa,secundaria,2,Mujer,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,1,6,secundaria completa,secundaria,2,Mujer,17,6,soltero(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,0,5,secundaria incompleta,secundaria,2,Mujer,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,0,4,primaria completa,primaria,2,Mujer,29,5,separado(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,1,6,secundaria completa,secundaria,1,Hombre,25,1,conviviente,3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6516,0,6,secundaria completa,secundaria,2,Mujer,25,1,conviviente,4,Yerno/Nuera,Yauli,Huancavelica,Huancavelica,14,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6517,1,5,secundaria incompleta,secundaria,1,Hombre,52,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6517,0,1,sin nivel,sin nivel,2,Mujer,51,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6517,0,5,secundaria incompleta,secundaria,1,Hombre,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6518,1,1,sin nivel,sin nivel,1,Hombre,75,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6518,1,1,sin nivel,sin nivel,2,Mujer,79,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6519,1,3,primaria incompleta,primaria,2,Mujer,34,3,viudo(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6519,0,5,secundaria incompleta,secundaria,1,Hombre,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Yauli,Huancavelica,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",5
2024-03-01,6520,1,3,primaria incompleta,primaria,2,Mujer,46,5,separado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,1,6,Rural,6,Cedida por otro hogar o institución,3
2024-03-01,6521,1,3,primaria incompleta,primaria,1,Hombre,67,2,casado(a),1,Jefe/Jefa,Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",8
2024-03-01,6521,0,3,primaria incompleta,primaria,2,Mujer,67,2,casado(a),2,Esposo(a)/compañero(a),Yauli,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",8
2024-03-01,6522,1,5,secundaria incompleta,secundaria,1,Hombre,56,2,casado(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6522,1,1,sin nivel,sin nivel,2,Mujer,51,2,casado(a),2,Esposo(a)/compañero(a),Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6522,1,6,secundaria completa,secundaria,1,Hombre,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6523,1,10,superior universitaria completa,superior,1,Hombre,48,5,separado(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6524,1,4,primaria completa,primaria,1,Hombre,48,1,conviviente,1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6524,1,5,secundaria incompleta,secundaria,2,Mujer,43,1,conviviente,2,Esposo(a)/compañero(a),Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6524,1,6,secundaria completa,secundaria,1,Hombre,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6525,1,6,secundaria completa,secundaria,2,Mujer,41,6,soltero(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,2,6,Rural,6,Cedida por otro hogar o institución,3
2024-03-01,6525,1,7,superior no universitaria incompleta,superior,2,Mujer,20,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,2,6,Rural,6,Cedida por otro hogar o institución,3
2024-03-01,6526,1,7,superior no universitaria incompleta,superior,2,Mujer,48,5,separado(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6526,1,9,superior universitaria incompleta,superior,1,Hombre,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6526,1,5,secundaria incompleta,secundaria,1,Hombre,16,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6527,1,4,primaria completa,primaria,2,Mujer,42,6,soltero(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6528,1,6,secundaria completa,secundaria,1,Hombre,59,2,casado(a),1,Jefe/Jefa,Secclla,Angaraes,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6528,1,6,secundaria completa,secundaria,2,Mujer,50,2,casado(a),2,Esposo(a)/compañero(a),Secclla,Angaraes,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",4
2024-03-01,6529,1,6,secundaria completa,secundaria,1,Hombre,36,2,casado(a),1,Jefe/Jefa,Secclla,Angaraes,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6529,1,10,superior universitaria completa,superior,2,Mujer,30,2,casado(a),2,Esposo(a)/compañero(a),Secclla,Angaraes,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6530,1,1,sin nivel,sin nivel,2,Mujer,82,3,viudo(a),1,Jefe/Jefa,Secclla,Angaraes,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6531,1,6,secundaria completa,secundaria,1,Hombre,58,1,conviviente,1,Jefe/Jefa,Secclla,Angaraes,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6531,1,4,primaria completa,primaria,2,Mujer,31,1,conviviente,2,Esposo(a)/compañero(a),Secclla,Angaraes,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6531,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Secclla,Angaraes,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6532,1,4,primaria completa,primaria,1,Hombre,80,2,casado(a),1,Jefe/Jefa,Secclla,Angaraes,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",1
2024-03-01,6532,1,1,sin nivel,sin nivel,2,Mujer,71,2,casado(a),2,Esposo(a)/compañero(a),Secclla,Angaraes,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",1
2024-03-01,6533,1,4,primaria completa,primaria,1,Hombre,42,1,conviviente,1,Jefe/Jefa,Secclla,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6533,1,3,primaria incompleta,primaria,2,Mujer,39,1,conviviente,2,Esposo(a)/compañero(a),Secclla,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6533,1,6,secundaria completa,secundaria,1,Hombre,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Secclla,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6533,0,5,secundaria incompleta,secundaria,1,Hombre,17,6,soltero(a),3,Hijo(a)/Hijastro(a),Secclla,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6533,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Secclla,Angaraes,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",3
2024-03-01,6534,1,1,sin nivel,sin nivel,1,Hombre,69,6,soltero(a),1,Jefe/Jefa,Secclla,Angaraes,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",2
2024-03-01,6535,1,1,sin nivel,sin nivel,1,Hombre,90,3,viudo(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,1,4,D,6,Cedida por otro hogar o institución,1
2024-03-01,6536,1,10,superior universitaria completa,superior,1,Hombre,49,2,casado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",6
2024-03-01,6536,1,11,maestría/doctorado,superior,2,Mujer,48,2,casado(a),2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",6
2024-03-01,6536,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",6
2024-03-01,6537,0,6,secundaria completa,secundaria,2,Mujer,69,5,separado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,7,4,D,2,"Propia, totalmente pagada",4
2024-03-01,6537,0,6,secundaria completa,secundaria,2,Mujer,39,5,separado(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,7,4,D,2,"Propia, totalmente pagada",4
2024-03-01,6537,0,,,,2,Mujer,18,6,soltero(a),5,Nieto(a),Amarilis,Huanuco,Huanuco,7,4,D,2,"Propia, totalmente pagada",4
2024-03-01,6537,0,5,secundaria incompleta,secundaria,2,Mujer,15,6,soltero(a),5,Nieto(a),Amarilis,Huanuco,Huanuco,7,4,D,2,"Propia, totalmente pagada",4
2024-03-01,6537,1,9,superior universitaria incompleta,superior,1,Hombre,43,1,conviviente,3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,7,4,D,2,"Propia, totalmente pagada",4
2024-03-01,6537,0,6,secundaria completa,secundaria,2,Mujer,23,1,conviviente,4,Yerno/Nuera,Amarilis,Huanuco,Huanuco,7,4,D,2,"Propia, totalmente pagada",4
2024-03-01,6538,1,4,primaria completa,primaria,2,Mujer,72,3,viudo(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,1,4,D,2,"Propia, totalmente pagada",6
2024-03-01,6539,0,3,primaria incompleta,primaria,2,Mujer,78,3,viudo(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,1,4,D,2,"Propia, totalmente pagada",3
2024-03-01,6540,1,9,superior universitaria incompleta,superior,1,Hombre,43,1,conviviente,1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,5,4,D,2,"Propia, totalmente pagada",3
2024-03-01,6540,0,8,superior no universitaria completa,superior,2,Mujer,36,1,conviviente,2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,5,4,D,2,"Propia, totalmente pagada",3
2024-03-01,6541,1,3,primaria incompleta,primaria,1,Hombre,76,3,viudo(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,1,4,D,2,"Propia, totalmente pagada",3
2024-03-01,6542,0,11,maestría/doctorado,superior,2,Mujer,48,6,soltero(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",5
2024-03-01,6542,1,10,superior universitaria completa,superior,1,Hombre,54,6,soltero(a),11,Hermano(a),Amarilis,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",5
2024-03-01,6542,0,6,secundaria completa,secundaria,2,Mujer,53,6,soltero(a),11,Hermano(a),Amarilis,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",5
2024-03-01,6543,1,3,primaria incompleta,primaria,1,Hombre,68,5,separado(a),1,Jefe/Jefa,Huanuco,Huanuco,Huanuco,9,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6543,1,6,secundaria completa,secundaria,2,Mujer,43,6,soltero(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,9,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6543,1,5,secundaria incompleta,secundaria,1,Hombre,35,6,soltero(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,9,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6543,0,5,secundaria incompleta,secundaria,2,Mujer,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,9,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6543,0,8,superior no universitaria completa,superior,2,Mujer,37,5,separado(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,9,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6543,1,6,secundaria completa,secundaria,2,Mujer,39,5,separado(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,9,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6544,1,11,maestría/doctorado,superior,1,Hombre,63,3,viudo(a),1,Jefe/Jefa,Huanuco,Huanuco,Huanuco,3,3,C,2,"Propia, totalmente pagada",8
2024-03-01,6544,1,11,maestría/doctorado,superior,2,Mujer,33,6,soltero(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,3,3,C,2,"Propia, totalmente pagada",8
2024-03-01,6544,0,10,superior universitaria completa,superior,1,Hombre,30,6,soltero(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,3,3,C,2,"Propia, totalmente pagada",8
2024-03-01,6545,1,10,superior universitaria completa,superior,1,Hombre,49,2,casado(a),1,Jefe/Jefa,Huanuco,Huanuco,Huanuco,4,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6545,1,8,superior no universitaria completa,superior,2,Mujer,55,2,casado(a),2,Esposo(a)/compañero(a),Huanuco,Huanuco,Huanuco,4,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6545,1,10,superior universitaria completa,superior,2,Mujer,32,6,soltero(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,4,3,C,2,"Propia, totalmente pagada",5
2024-03-01,6545,1,9,superior universitaria incompleta,superior,1,Hombre,20,6,soltero(a),3,Hijo(a)/Hijastro(a),Huanuco,Huanuco,Huanuco,4,3,C,2,"Propia, totalmente pagada",5
